conv_id,target_summary,generated_summary
hit:7715_conv:15431,As a child_comma_ my parents would take us on a big road trip to Disneyland. I was looking at pictures this week and those were some great memories. I wish I could go back to that time!,As a child_comma_ my parents would take us on a big road trip to
hit:7723_conv:15446,I went to the race track. We used to go there with my grandparents when we were kids. It made me think of them. ,I went to the race track. Since we used to go there with my grandparents_com
hit:7734_conv:15469,I go out with one of my friend. This friend is so cheap that he doesn't to pay for anything. He even once embarrassed me in a bar.,I go out with one of my friend. This friend is so cheap that he doesn't
hit:7741_conv:15482,When I worked at a bank_comma_ a man came in to rob us.  He had on a mask and had a gun.  We thankfully had a security guard in the back who detained him,When I worked at a bank_comma_ a man came in with a gun to
hit:7746_conv:15492,Recently my cat went missing and we were unable to find him for a couple days. Eventually we found him locked in somebody elses shed and hadn't eaten or had a drink in 2 days. I took him inside and made sure he was okay and gave him plenty of food and water to help make sure he got what he needed.,I had a bit of a situation with my cat lately_comma_ he went missing
hit:7756_conv:15512,I was going to make breakfast and dropped the egg carton on accident... all the eggs broke. ,I was going to make breakfast and dropped the egg carton on accident... all the eggs
hit:7760_conv:15521,I finally got over my fear of heights! But before that_comma_ I had never been so scared in my life. I went sky-diving.,I finally got over my fear of heights! But before that_comma_ I had
hit:7788_conv:15576,I was so happy with my colleagues,My friends threw me a surprise birthday party for me
hit:7794_conv:15588,Olives are just gross.,Olives are just gross to eat.
hit:7803_conv:15607,These contractors are fixing the roof and they are so messy,they are so messy and not professional
hit:7808_conv:15617,I am going on a weeklong vacation next month and I cannot wait!,I am going on a week long vacation next month.  I can't wait!
hit:7812_conv:15624,My diet seems to work for me.,I'm happy with my diet.
hit:7819_conv:15638,I miss my mom and grandma,I was very close to my mom and my grandma. they passed away a couple of years
hit:7819_conv:15639,I'm really good at making people laugh. People say I should be a comdeian.,I am so funny. People say I should go into comedy. They also say I might
hit:7821_conv:15642,My car has never been dirtier!,My car has never been dirtier.
hit:7824_conv:15648,Disney world in december!,We are going to Disney world in December!
hit:7831_conv:15662,Today was supposed to be a fun day with the family.  Unfortunately our plans were changed because my husband is sick.,Today was supposed to be a fun day with the family_comma_ but my husband
hit:7835_conv:15670,I'm so ready to start my last semester of college next week.. I'm prepared to get it over with and get a real job!,I'm so ready to start my last semester of college next week..  I'm prepared
hit:7843_conv:15686,I lost all of my money at the casino.,I lost all of my money at the casino
hit:7843_conv:15687,One of my friends in physics class got the highest score on a final exam. To be honest_comma_ I envied him much and wanted to be in his place,The friend I know received the highest score on physics final exam. To be honest_com
hit:7893_conv:15787,I cheated on my partner. I feel so guilty. ,I cheated on my old girlfriend. I felt so guilty afterwards.
hit:7902_conv:15804,My dog just died. I'm in shock. ,My dog just died. I don't know what I will do without him.
hit:7903_conv:15806,I am going on a cruise to the Bahamas next month. I have been waiting for this for so long. I cannot wait.,I am going on a cruise to the Bahamas next month. I can't wait!
hit:7904_conv:15809,I'm enjoying a lazy Sunday afternoon.,I'm enjoying a lazy Sunday afternoon.
hit:7909_conv:15819,I care about my brother a lot but I think he is started to hang out with the wrong type of crowd.,I care about my brother a lot but I think he is started to hang out with the
hit:7913_conv:15826,Can't wait to go the movies tonight with my family_comma_ I love family movie night!,Can't wait to go the movies tonight with my family_comma_ I love family
hit:7913_conv:15827,I;m so mad with my brother. He stole from me and didn't think I would notice. ,My brother stole from me and when I found out about it he didn't even apologize!
hit:7923_conv:15846,I was so happy when my daughter scored the winning goal for her soccer game. She trains so hard and deserves the recognition.,I was beaming when my daughter scored the winning goal for her soccer game. She trains
hit:7930_conv:15861,Earlier today I was organizing some old boxes and I found pictures of me and my friends during our high school years.  That made me remember the old times.,This morning I was organizing some old boxes and I found pictures of me and my friends during
hit:7932_conv:15865,Looks like it's going to be another lonely Sunday.  All my room mates went back to their home towns.,Looks like it's going to be another lonely Sunday. All my room mates went back to
hit:7941_conv:15883,Next week I'm finally going on vacation! I feel like it has been forever.,Next week I'm finally going on vacation! I feel like it has been forever.
hit:7942_conv:15885,I'm so grateful for my wife_comma_ I honestly don't know where I would be if I didn't have her pushing me in my career.,I'm so grateful for my wife_comma_ I honestly don't know where I
hit:7968_conv:15937,I miss my childhood dog. We had such a good time together. He died a while back but I miss him terribly.,I miss my childhood dog so much. We had such fun adventures together. Those were the
hit:7977_conv:15955,We are leaving for Hawaii in the morning.  I've never been out of the continental US nor have I flown_comma_ so this is so very exciting for me.,We are leaving for Hawaii in the morning!  I've never left the continental US_
hit:7984_conv:15969,I can't wait for kids to start school tomorrow. They have been driving me crazy all summer long!,I can't wait for my kids to go back to school tomorrow. They have been driving
hit:7999_conv:15998,I love lazy Sundays. I'm off work and it's just a good time to relax.,I'm really glad it's Sunday. Sundays are the one day I have off_com
hit:8001_conv:16003,I was so shocked when I saw my kid take their first steps. They hadn't even been close to walking before. It was amazing.,I couldn't believe my eyes when my kid started taking his first steps the other day.
hit:8018_conv:16036,My friend rented a moving truck that is over 30 feet long.  He actually was driving it around pretty well.,My buddy just rented a moving truck over 30 feet long.  I was surprised at how
hit:8019_conv:16038,My son said his first word yesterday. I was filled with pride.,My son said his first word today. I was filled with pride.
hit:8049_conv:16098,I stole some candy from the store today. Kinda feel bad about it.,I stole some candy from the store today. I feel so bad about it.
